pga_stat_name,pga_stat_id,pga_tourn_id,pga_season_id,RANK_THIS_WEEK,RANK_LAST_WEEK,PLAYER_NAME,ROUNDS,%,GREENS_HIT,TOTAL_HOLES,RELATIVE_TO_PAR
GIR_Percentage_-_<_75_yards,079,t060,2017,62,63,Brooks Koepka,88,88.58,194,219,-0.66
GIR_Percentage_-_<_75_yards,079,t060,2017,63,59,Gary Woodland,94,88.54,170,192,-0.68
GIR_Percentage_-_<_75_yards,079,t060,2017,64,65,J.T. Poston,95,88.44,153,173,-0.61
GIR_Percentage_-_<_75_yards,079,t060,2017,65,66,Brandon Hagy,85,88.38,175,198,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,66,68,Luke List,102,88.35,235,266,-0.71
GIR_Percentage_-_<_75_yards,079,t060,2017,67,69,Alex Cejka,85,88.29,98,111,-0.56
GIR_Percentage_-_<_75_yards,079,t060,2017,68,70,John Huh,92,88.27,143,162,-0.56
GIR_Percentage_-_<_75_yards,079,t060,2017,69,71,Scott Brown,95,88.20,142,161,-0.60
GIR_Percentage_-_<_75_yards,079,t060,2017,T70,T72,Martin Laird,83,88.07,155,176,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,T70,T72,Julián Etulain,68,88.07,96,109,-0.50
GIR_Percentage_-_<_75_yards,079,t060,2017,72,74,Kyle Reifers,96,88.06,118,134,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,73,75,Russell Knox,75,88.03,103,117,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,T74,T76,Tom Hoge,54,88.00,66,75,-0.58
GIR_Percentage_-_<_75_yards,079,t060,2017,T74,T76,Seamus Power,86,88.00,132,150,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,T74,T76,Søren Kjeldsen,58,88.00,44,50,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,77,81,Ricky Barnes,100,87.92,131,149,-0.67
GIR_Percentage_-_<_75_yards,079,t060,2017,78,83,Charl Schwartzel,63,87.86,123,140,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,79,84,Sebastián Muñoz,51,87.78,79,90,-0.58
GIR_Percentage_-_<_75_yards,079,t060,2017,80,85,D.A. Points,68,87.76,86,98,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,81,82,Marc Leishman,94,87.75,179,204,-0.72
GIR_Percentage_-_<_75_yards,079,t060,2017,82,87,Bryson DeChambeau,91,87.71,157,179,-0.56
GIR_Percentage_-_<_75_yards,079,t060,2017,83,T76,Patrick Cantlay,52,87.69,114,130,-0.66
GIR_Percentage_-_<_75_yards,079,t060,2017,84,86,Charley Hoffman,112,87.68,242,276,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,85,88,Keegan Bradley,104,87.67,192,219,-0.55
GIR_Percentage_-_<_75_yards,079,t060,2017,T86,T90,Ollie Schniederjans,92,87.61,191,218,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,T86,T90,Jhonattan Vegas,95,87.61,198,226,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,T88,T92,Hunter Mahan,73,87.59,120,137,-0.71
GIR_Percentage_-_<_75_yards,079,t060,2017,T88,T92,Chris Kirk,89,87.59,127,145,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,T90,T94,Patton Kizzire,84,87.50,112,128,-0.55
GIR_Percentage_-_<_75_yards,079,t060,2017,T90,89,Adam Hadwin,98,87.50,154,176,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,T90,T94,Shawn Stefani,72,87.50,119,136,-0.56
GIR_Percentage_-_<_75_yards,079,t060,2017,T90,T94,Scott Piercy,70,87.50,105,120,-0.48
GIR_Percentage_-_<_75_yards,079,t060,2017,T90,T94,C.T. Pan,88,87.50,147,168,-0.52
GIR_Percentage_-_<_75_yards,079,t060,2017,95,98,Sean O'Hair,84,87.43,146,167,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,96,99,Zach Johnson,81,87.39,104,119,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,97,100,Johnson Wagner,71,87.37,83,95,-0.58
GIR_Percentage_-_<_75_yards,079,t060,2017,98,101,Sung Kang,104,87.32,186,213,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,99,102,Sam Saunders,76,87.30,110,126,-0.60
GIR_Percentage_-_<_75_yards,079,t060,2017,100,103,Chad Campbell,97,87.25,130,149,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,101,104,Retief Goosen,52,87.21,75,86,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,102,105,Kevin Na,86,87.20,109,125,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,103,106,Branden Grace,70,87.18,102,117,-0.54
GIR_Percentage_-_<_75_yards,079,t060,2017,104,129,Kevin Chappell,95,87.13,176,202,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,T105,T107,Dominic Bozzelli,69,87.12,115,132,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,T105,T107,Jonas Blixt,74,87.12,115,132,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,T105,T107,Jamie Lovemark,98,87.12,203,233,-0.67
GIR_Percentage_-_<_75_yards,079,t060,2017,108,110,Matt Jones,64,87.10,108,124,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,T109,T111,Nick Watney,75,87.07,101,116,-0.70
GIR_Percentage_-_<_75_yards,079,t060,2017,T109,T111,J.J. Henry,92,87.07,128,147,-0.66
GIR_Percentage_-_<_75_yards,079,t060,2017,111,113,Harold Varner III,101,87.06,175,201,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,112,114,Matt Every,76,87.02,114,131,-0.67
GIR_Percentage_-_<_75_yards,079,t060,2017,113,115,Hudson Swafford,94,87.01,154,177,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,114,116,Shane Lowry,52,87.00,87,100,-0.70
GIR_Percentage_-_<_75_yards,079,t060,2017,115,117,Daniel Summerhays,100,86.91,166,191,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,116,118,Bubba Watson,71,86.90,146,168,-0.58
GIR_Percentage_-_<_75_yards,079,t060,2017,117,119,Brendan Steele,89,86.87,172,198,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,118,130,Hideki Matsuyama,83,86.84,165,190,-0.68
GIR_Percentage_-_<_75_yards,079,t060,2017,119,120,Peter Malnati,91,86.82,112,129,-0.55
GIR_Percentage_-_<_75_yards,079,t060,2017,120,121,David Lingmerth,79,86.75,131,151,-0.61
GIR_Percentage_-_<_75_yards,079,t060,2017,121,122,Miguel Angel Carballo,63,86.73,85,98,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,122,123,Anirban Lahiri,72,86.67,130,150,-0.71
GIR_Percentage_-_<_75_yards,079,t060,2017,123,124,Kevin Streelman,90,86.63,149,172,-0.54
GIR_Percentage_-_<_75_yards,079,t060,2017,124,125,Mackenzie Hughes,106,86.61,194,224,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,125,126,Brian Stuard,93,86.60,84,97,-0.56
GIR_Percentage_-_<_75_yards,079,t060,2017,T126,T127,Michael Kim,94,86.59,142,164,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,T126,T127,Rick Lamb,54,86.59,71,82,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,128,131,Jason Kokrak,95,86.40,197,228,-0.60
GIR_Percentage_-_<_75_yards,079,t060,2017,129,132,Danny Lee,93,86.39,146,169,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,T130,T133,Grayson Murray,94,86.36,209,242,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,T130,T133,Martin Flores,88,86.36,133,154,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,132,T143,Jason Day,71,86.34,139,161,-0.72
GIR_Percentage_-_<_75_yards,079,t060,2017,133,135,Brian Gay,82,86.32,82,95,-0.72
GIR_Percentage_-_<_75_yards,079,t060,2017,134,140,Patrick Reed,107,86.22,219,254,-0.55
GIR_Percentage_-_<_75_yards,079,t060,2017,135,137,Ryan Palmer,61,86.15,112,130,-0.56
GIR_Percentage_-_<_75_yards,079,t060,2017,136,138,Ben Martin,86,86.11,124,144,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,137,136,Russell Henley,99,86.10,161,187,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,138,139,Jimmy Walker,68,85.95,104,121,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,139,148,Daniel Berger,91,85.88,152,177,-0.70
GIR_Percentage_-_<_75_yards,079,t060,2017,140,141,Trey Mullinax,88,85.87,158,184,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,141,T152,Jon Rahm,90,85.85,176,205,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,142,142,Richy Werenski,81,85.83,109,127,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,T143,T143,Adam Scott,58,85.71,96,112,-0.56
GIR_Percentage_-_<_75_yards,079,t060,2017,T143,T143,Steve Wheatcroft,51,85.71,66,77,-0.55
GIR_Percentage_-_<_75_yards,079,t060,2017,T143,T143,Ian Poulter,72,85.71,90,105,-0.71
GIR_Percentage_-_<_75_yards,079,t060,2017,146,147,Rory McIlroy,51,85.60,107,125,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,147,154,Kevin Kisner,105,85.43,129,151,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,148,149,Smylie Kaufman,76,85.29,145,170,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,149,150,Ryan Armour,63,85.25,52,61,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,150,151,Francesco Molinari,75,85.23,127,149,-0.61
GIR_Percentage_-_<_75_yards,079,t060,2017,151,T152,Kevin Tway,96,85.20,190,223,-0.61
GIR_Percentage_-_<_75_yards,079,t060,2017,T152,T155,Tyrone Van Aswegen,105,85.00,119,140,-0.68
GIR_Percentage_-_<_75_yards,079,t060,2017,T152,T155,Stewart Cink,93,85.00,153,180,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,154,157,Brett Stegmaier,78,84.87,101,119,-0.68
GIR_Percentage_-_<_75_yards,079,t060,2017,155,158,James Hahn,96,84.86,157,185,-0.71
GIR_Percentage_-_<_75_yards,079,t060,2017,156,159,Scott Stallings,81,84.85,112,132,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,157,160,Tag Ridings,67,84.75,100,118,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,T158,T161,Emiliano Grillo,90,84.72,122,144,-0.54
GIR_Percentage_-_<_75_yards,079,t060,2017,T158,T161,Brett Drewitt,57,84.72,61,72,-0.51
GIR_Percentage_-_<_75_yards,079,t060,2017,160,163,Greg Chalmers,75,84.44,114,135,-0.53
GIR_Percentage_-_<_75_yards,079,t060,2017,161,164,Patrick Rodgers,76,84.42,130,154,-0.53
GIR_Percentage_-_<_75_yards,079,t060,2017,162,165,Gonzalo Fernandez-Castaño,63,84.16,85,101,-0.61
GIR_Percentage_-_<_75_yards,079,t060,2017,T163,T166,Cody Gribble,79,84.15,138,164,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,T163,T166,Phil Mickelson,85,84.15,154,183,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,165,168,Paul Casey,94,84.09,148,176,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,T166,T169,Jason Bohn,75,84.00,84,100,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,T166,T169,Wesley Bryan,95,84.00,105,125,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,168,171,Camilo Villegas,76,83.96,89,106,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,169,172,Michael Thompson,60,83.87,52,62,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,170,173,Nick Taylor,97,83.74,170,203,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,171,174,Ben Crane,86,83.69,118,141,-0.48
GIR_Percentage_-_<_75_yards,079,t060,2017,172,175,Carl Pettersson,63,83.53,71,85,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,173,176,Ryo Ishikawa,56,83.51,81,97,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,174,178,Billy Hurley III,80,82.93,102,123,-0.62
GIR_Percentage_-_<_75_yards,079,t060,2017,175,179,Graham DeLaet,82,82.91,131,158,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,176,177,Sergio Garcia,65,82.84,111,134,-0.59
GIR_Percentage_-_<_75_yards,079,t060,2017,177,181,Byeong Hun An,77,82.80,130,157,-0.56
GIR_Percentage_-_<_75_yards,079,t060,2017,178,182,Ernie Els,52,82.76,48,58,-0.79
GIR_Percentage_-_<_75_yards,079,t060,2017,179,183,Rafa Cabrera Bello,63,82.52,85,103,-0.55
GIR_Percentage_-_<_75_yards,079,t060,2017,180,184,Graeme McDowell,56,82.35,70,85,-0.53
GIR_Percentage_-_<_75_yards,079,t060,2017,181,185,Cameron Percy,71,82.31,107,130,-0.57
GIR_Percentage_-_<_75_yards,079,t060,2017,182,186,Whee Kim,74,82.24,88,107,-0.69
GIR_Percentage_-_<_75_yards,079,t060,2017,183,187,Ryan Brehm,83,82.20,157,191,-0.65
GIR_Percentage_-_<_75_yards,079,t060,2017,184,188,Brad Fritsch,56,82.05,64,78,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,185,189,Blayne Barber,77,81.82,99,121,-0.64
GIR_Percentage_-_<_75_yards,079,t060,2017,186,190,Si Woo Kim,80,81.48,132,162,-0.58
GIR_Percentage_-_<_75_yards,079,t060,2017,187,191,Andrew Loupe,55,80.70,92,114,-0.70
GIR_Percentage_-_<_75_yards,079,t060,2017,188,192,Ryan Blaum,100,80.00,116,145,-0.63
GIR_Percentage_-_<_75_yards,079,t060,2017,189,193,Roberto Castro,70,79.78,71,89,-0.55
GIR_Percentage_-_<_75_yards,079,t060,2017,190,194,Jonathan Randolph,68,79.66,94,118,-0.61
GIR_Percentage_-_<_75_yards,079,t028,2017,1,1,Steve Stricker,48,96.00,48,50,-0.56
GIR_Percentage_-_<_75_yards,079,t028,2017,2,2,Luke Donald,50,95.08,58,61,-0.57
GIR_Percentage_-_<_75_yards,079,t028,2017,3,3,Tim Wilkinson,64,94.44,68,72,-0.69
GIR_Percentage_-_<_75_yards,079,t028,2017,4,4,Cameron Tringale,89,93.64,103,110,-0.72
GIR_Percentage_-_<_75_yards,079,t028,2017,5,7,Zac Blair,105,93.50,115,123,-0.58
GIR_Percentage_-_<_75_yards,079,t028,2017,6,8,Steven Alker,69,93.22,55,59,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,7,9,Chris Stroud,67,93.02,80,86,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,8,5,Lucas Glover,93,92.93,184,198,-0.65
GIR_Percentage_-_<_75_yards,079,t028,2017,9,11,Jim Furyk,54,92.45,49,53,-0.69
GIR_Percentage_-_<_75_yards,079,t028,2017,10,6,Cameron Smith,86,92.40,158,171,-0.67
GIR_Percentage_-_<_75_yards,079,t028,2017,11,12,Seung-Yul Noh,91,92.22,154,167,-0.63
GIR_Percentage_-_<_75_yards,079,t028,2017,12,19,Pat Perez,89,92.09,163,177,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,13,13,Ken Duke,77,92.08,93,101,-0.55
GIR_Percentage_-_<_75_yards,079,t028,2017,14,15,Bryce Molder,74,91.95,80,87,-0.53
GIR_Percentage_-_<_75_yards,079,t028,2017,15,17,Harris English,84,91.91,125,136,-0.66
GIR_Percentage_-_<_75_yards,079,t028,2017,16,18,Mark Hubbard,81,91.80,112,122,-0.66
GIR_Percentage_-_<_75_yards,079,t028,2017,17,10,Louis Oosthuizen,69,91.79,123,134,-0.63
GIR_Percentage_-_<_75_yards,079,t028,2017,18,16,Brian Harman,100,91.76,156,170,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,19,20,Will MacKenzie,49,91.67,44,48,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,20,24,J.J. Spaun,92,91.33,137,150,-0.61
GIR_Percentage_-_<_75_yards,079,t028,2017,21,25,Brian Campbell,55,91.14,72,79,-0.60
GIR_Percentage_-_<_75_yards,079,t028,2017,22,22,Jordan Spieth,81,91.01,172,189,-0.66
GIR_Percentage_-_<_75_yards,079,t028,2017,23,26,Vaughn Taylor,90,90.98,121,133,-0.59
GIR_Percentage_-_<_75_yards,079,t028,2017,24,27,Robert Garrigus,78,90.97,131,144,-0.53
GIR_Percentage_-_<_75_yards,079,t028,2017,25,21,Justin Rose,62,90.85,129,142,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,26,28,Rory Sabbatini,71,90.83,109,120,-0.66
GIR_Percentage_-_<_75_yards,079,t028,2017,27,T36,Matt Kuchar,91,90.73,137,151,-0.58
GIR_Percentage_-_<_75_yards,079,t028,2017,28,29,Spencer Levin,89,90.57,96,106,-0.61
GIR_Percentage_-_<_75_yards,079,t028,2017,29,31,Chad Collins,66,90.53,86,95,-0.66
GIR_Percentage_-_<_75_yards,079,t028,2017,T30,T32,David Hearn,93,90.29,93,103,-0.63
GIR_Percentage_-_<_75_yards,079,t028,2017,T30,T32,Jim Herman,77,90.29,158,175,-0.52
GIR_Percentage_-_<_75_yards,079,t028,2017,32,T36,Mark Anderson,54,90.14,64,71,-0.63
GIR_Percentage_-_<_75_yards,079,t028,2017,T33,T38,Boo Weekley,75,90.08,118,131,-0.58
GIR_Percentage_-_<_75_yards,079,t028,2017,T33,T38,Fabián Gómez,61,90.08,109,121,-0.61
GIR_Percentage_-_<_75_yards,079,t028,2017,35,40,Rod Pampling,71,90.06,145,161,-0.54
GIR_Percentage_-_<_75_yards,079,t028,2017,36,34,Kyle Stanley,100,89.95,188,209,-0.65
GIR_Percentage_-_<_75_yards,079,t028,2017,37,41,William McGirt,89,89.94,143,159,-0.62
GIR_Percentage_-_<_75_yards,079,t028,2017,38,44,Andres Gonzales,73,89.86,124,138,-0.61
GIR_Percentage_-_<_75_yards,079,t028,2017,39,45,K.J. Choi,72,89.77,79,88,-0.62
GIR_Percentage_-_<_75_yards,079,t028,2017,40,T46,Geoff Ogilvy,80,89.68,113,126,-0.58
GIR_Percentage_-_<_75_yards,079,t028,2017,41,48,Aaron Baddeley,61,89.62,95,106,-0.54
GIR_Percentage_-_<_75_yards,079,t028,2017,42,49,Derek Fathauer,81,89.57,103,115,-0.65
GIR_Percentage_-_<_75_yards,079,t028,2017,43,55,Rickie Fowler,74,89.54,137,153,-0.68
GIR_Percentage_-_<_75_yards,079,t028,2017,44,50,Morgan Hoffmann,92,89.53,171,191,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,45,35,Bud Cauley,92,89.52,188,210,-0.61
GIR_Percentage_-_<_75_yards,079,t028,2017,46,66,Jason Dufner,85,89.33,134,150,-0.62
GIR_Percentage_-_<_75_yards,079,t028,2017,47,51,J.B. Holmes,83,89.27,158,177,-0.57
GIR_Percentage_-_<_75_yards,079,t028,2017,48,56,Chez Reavie,98,89.21,124,139,-0.56
GIR_Percentage_-_<_75_yards,079,t028,2017,49,54,Nicholas Lindheim,58,89.04,65,73,-0.71
GIR_Percentage_-_<_75_yards,079,t028,2017,50,43,Xander Schauffele,92,89.02,154,173,-0.60
GIR_Percentage_-_<_75_yards,079,t028,2017,51,23,Dustin Johnson,73,89.01,162,182,-0.65
GIR_Percentage_-_<_75_yards,079,t028,2017,52,T46,Tony Finau,102,89.00,267,300,-0.68
GIR_Percentage_-_<_75_yards,079,t028,2017,53,T62,Robert Streb,98,88.95,169,190,-0.54
GIR_Percentage_-_<_75_yards,079,t028,2017,54,T62,Bill Haas,92,88.81,127,143,-0.57
GIR_Percentage_-_<_75_yards,079,t028,2017,55,T57,Brandt Snedeker,53,88.78,87,98,-0.54
GIR_Percentage_-_<_75_yards,079,t028,2017,56,60,Troy Merritt,82,88.74,134,151,-0.60
GIR_Percentage_-_<_75_yards,079,t028,2017,57,61,Kelly Kraft,75,88.73,126,142,-0.59
GIR_Percentage_-_<_75_yards,079,t028,2017,58,30,Charles Howell III,86,88.68,141,159,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,59,T69,Gary Woodland,90,88.65,164,185,-0.69
GIR_Percentage_-_<_75_yards,079,t028,2017,60,T81,Ryan Moore,82,88.64,117,132,-0.78
GIR_Percentage_-_<_75_yards,079,t028,2017,61,59,Billy Horschel,88,88.62,148,167,-0.53
GIR_Percentage_-_<_75_yards,079,t028,2017,62,T64,Steven Bowditch,59,88.61,70,79,-0.46
GIR_Percentage_-_<_75_yards,079,t028,2017,63,88,Brooks Koepka,84,88.57,186,210,-0.65
GIR_Percentage_-_<_75_yards,079,t028,2017,64,T86,Webb Simpson,98,88.46,138,156,-0.64
GIR_Percentage_-_<_75_yards,079,t028,2017,65,T69,J.T. Poston,95,88.44,153,173,-0.61
