pga_stat_name,pga_stat_id,pga_tourn_id,pga_season_id,RANK_THIS_WEEK,RANK_LAST_WEEK,PLAYER_NAME,ROUNDS,%,GREENS_HIT,#_HOLES,RELATIVE/PAR
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,66,65,Cameron Smith,48,56.1,23,41,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T67,T66,Rickie Fowler,30,56.0,14,25,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T67,T66,Mark Hubbard,38,56.0,14,25,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T67,T66,Fabián Gómez,37,56.0,14,25,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,70,69,Daniel Summerhays,40,55.9,19,34,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T71,T70,Sung Kang,46,55.6,15,27,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T71,T70,Jason Kokrak,41,55.6,15,27,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T71,T70,William McGirt,40,55.6,15,27,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T71,T70,Jonathan Randolph,24,55.6,5,9,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,75,74,Danny Lee,40,55.0,11,20,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,76,75,Ben Martin,36,54.8,17,31,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T77,T76,Russell Knox,35,54.5,6,11,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T77,T76,Jason Day,25,54.5,6,11,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,79,78,Ben Crane,42,54.2,13,24,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,80,79,Seung-Yul Noh,52,54.1,20,37,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T81,T80,Charl Schwartzel,25,53.8,7,13,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T81,T80,Ryan Moore,41,53.8,14,26,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T81,T80,Andrew Johnston,19,53.8,7,13,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T81,T80,Robert Streb,37,53.8,21,39,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T81,T80,Alex Cejka,38,53.8,7,13,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,86,85,Ollie Schniederjans,42,53.7,22,41,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T87,T86,Scott Stallings,33,53.3,16,30,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T87,T86,Shane Lowry,22,53.3,8,15,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T87,T86,Justin Thomas,41,53.3,8,15,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,90,89,James Hahn,46,53.1,17,32,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T91,T90,Chad Collins,34,52.9,9,17,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T91,T90,Sam Saunders,28,52.9,9,17,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T93,T92,Sean O'Hair,41,52.8,19,36,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T93,T92,Kyle Stanley,44,52.8,19,36,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,95,94,Mackenzie Hughes,54,52.6,20,38,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T96,T95,Brian Stuard,53,52.4,11,21,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T96,T95,Jason Bohn,38,52.4,11,21,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T96,T95,Paul Casey,46,52.4,11,21,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T99,T98,Jordan Spieth,33,51.9,14,27,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T99,T98,Patrick Rodgers,32,51.9,14,27,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,101,100,Luke Donald,26,51.7,15,29,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,102,101,Patton Kizzire,34,51.5,17,33,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,C.T. Pan,42,50.0,11,22,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Julián Etulain,28,50.0,5,10,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Troy Merritt,40,50.0,17,34,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Adam Hadwin,46,50.0,16,32,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Byeong Hun An,39,50.0,13,26,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Bud Cauley,38,50.0,16,32,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,John Huh,52,50.0,16,32,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Jon Curran,35,50.0,10,20,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Andrew Loupe,20,50.0,4,8,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,John Peterson,24,50.0,7,14,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Zac Blair,52,50.0,15,30,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Xander Schauffele,34,50.0,4,8,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Robert Garrigus,40,50.0,11,22,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Hunter Mahan,34,50.0,10,20,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Francesco Molinari,37,50.0,10,20,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Johnson Wagner,29,50.0,10,20,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Nick Watney,29,50.0,10,20,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Martin Kaymer,23,50.0,2,4,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Brandt Snedeker,35,50.0,12,24,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Chris Stroud,19,50.0,3,6,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Steve Marino,31,50.0,10,20,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Ryan Brehm,39,50.0,11,22,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Ken Duke,38,50.0,15,30,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Hideto Tanihara,21,50.0,2,4,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Charley Hoffman,42,50.0,18,36,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Matt Kuchar,36,50.0,12,24,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T103,T102,Charles Howell III,54,50.0,28,56,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,130,130,Matt Every,33,48.6,17,35,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,131,131,Jamie Lovemark,48,48.5,16,33,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,132,132,Jon Rahm,47,48.1,13,27,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T133,T133,Michael Thompson,36,48.0,12,25,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T133,T133,Tyrone Van Aswegen,49,48.0,12,25,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,135,135,David Lingmerth,28,47.8,11,23,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T136,T136,Kevin Tway,36,47.6,10,21,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T136,T136,Cameron Tringale,47,47.6,10,21,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T136,T136,Brian Gay,30,47.6,10,21,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,139,139,Louis Oosthuizen,31,47.4,9,19,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T140,T140,Ian Poulter,26,47.1,8,17,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T140,T140,Lucas Glover,40,47.1,16,34,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T140,T140,Brad Fritsch,24,47.1,8,17,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,143,143,Søren Kjeldsen,34,46.7,7,15,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,144,144,Kevin Streelman,45,46.4,13,28,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T145,T145,D.A. Points,26,46.2,6,13,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T145,T145,Tag Ridings,26,46.2,6,13,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T145,T145,Retief Goosen,20,46.2,6,13,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,148,148,Carl Pettersson,32,45.8,11,24,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T149,T149,Nick Taylor,47,45.5,20,44,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T149,T149,Peter Malnati,41,45.5,10,22,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T149,T149,Bryce Molder,39,45.5,15,33,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T152,T152,Whee Kim,37,44.4,12,27,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T152,T152,Scott Piercy,49,44.4,8,18,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T154,T154,Chris Kirk,40,44.0,11,25,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T154,T154,John Senden,36,44.0,11,25,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,156,156,Graham DeLaet,37,43.5,10,23,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T157,T157,Patrick Reed,43,42.9,12,28,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T157,T157,Jeunghun Wang,21,42.9,3,7,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,159,159,Geoff Ogilvy,32,42.1,8,19,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,160,160,Derek Fathauer,40,41.4,12,29,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T161,T161,Kevin Chappell,41,41.2,7,17,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T161,T161,Seamus Power,39,41.2,7,17,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T163,T163,Boo Weekley,39,40.9,9,22,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T163,T163,Rod Pampling,33,40.9,9,22,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,165,165,Marc Leishman,38,40.7,11,27,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T166,T166,Ricky Barnes,38,40.0,10,25,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T166,T166,Rafa Cabrera Bello,23,40.0,4,10,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T166,T166,Miguel Angel Carballo,29,40.0,4,10,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T166,T166,Ryo Ishikawa,34,40.0,10,25,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T166,T166,Tyrrell Hatton,21,40.0,4,10,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T166,T166,Bryson DeChambeau,39,40.0,8,20,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T166,T166,Jim Furyk,26,40.0,2,5,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T166,T166,J.J. Henry,44,40.0,12,30,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,174,174,Chad Campbell,47,39.3,11,28,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T175,T175,Ryan Palmer,20,38.9,7,18,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T175,T175,Steven Bowditch,31,38.9,7,18,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,177,177,Hideki Matsuyama,41,38.5,10,26,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,178,178,Daniel Berger,41,38.1,8,21,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,179,179,Kelly Kraft,35,37.9,11,29,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,180,180,Kyle Reifers,45,37.8,14,37,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,181,181,Camilo Villegas,33,37.5,6,16,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,182,182,Zach Johnson,31,37.0,10,27,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,183,183,Ernie Els,26,36.8,7,19,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T184,T184,Steve Wheatcroft,22,36.4,4,11,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T184,T184,Mark Anderson,22,36.4,4,11,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T184,T184,Trey Mullinax,42,36.4,8,22,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T187,T187,Smylie Kaufman,29,35.7,5,14,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T187,T187,Jason Dufner,33,35.7,5,14,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T187,T187,Bubba Watson,27,35.7,5,14,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T190,T190,Jimmy Walker,40,35.3,6,17,+2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T190,T190,Brendan Steele,47,35.3,6,17,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,192,192,Spencer Levin,46,35.0,7,20,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T193,T193,K.J. Choi,27,33.3,4,12,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T193,T193,Kevin Na,44,33.3,8,24,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T193,T193,Graeme McDowell,24,33.3,3,9,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T193,T193,Branden Grace,34,33.3,3,9,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T193,T193,Henrik Norlander,18,33.3,3,9,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T193,T193,Nicholas Lindheim,30,33.3,5,15,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,199,199,Dominic Bozzelli,31,31.3,5,16,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,200,200,Pat Perez,47,30.0,6,20,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,201,201,Phil Mickelson,41,29.6,8,27,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,202,202,Will MacKenzie,33,29.4,5,17,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T203,T203,Anirban Lahiri,28,28.6,6,21,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T203,T203,Thomas Pieters,23,28.6,2,7,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T203,T203,Mark Wilson,21,28.6,2,7,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,206,207,Rory Sabbatini,32,27.8,5,18,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T207,T208,Sebastián Muñoz,18,25.0,2,8,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,T207,T208,Aaron Wise,20,25.0,3,12,E
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,209,210,J.B. Holmes,33,23.1,3,13,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t014,2017,210,213,Brett Stegmaier,42,15.0,3,20,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,1,T1,Bob Estes,18,85.7,6,7,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,2,T1,Greg Owen,20,83.3,5,6,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,3,T3,Gary Woodland,41,80.0,8,10,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,4,T8,Adam Scott,22,77.8,7,9,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,5,6,Brian Campbell,25,76.9,10,13,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,6,T3,Hudson Swafford,42,76.5,13,17,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,7,T8,Alex Noren,17,75.0,3,4,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,8,13,Bill Haas,39,73.9,17,23,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T9,7,Shawn Stefani,30,73.7,14,19,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T9,T14,Cameron Percy,30,73.7,14,19,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,11,T3,Matt Jones,22,72.7,8,11,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,12,28,Justin Rose,28,72.0,18,25,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,13,T14,Chez Reavie,39,71.4,15,21,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,14,17,Richy Werenski,42,70.8,17,24,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,15,T18,Martin Flores,39,69.0,20,29,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,16,T14,Billy Horschel,38,67.7,21,31,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,17,T18,Stewart Cink,49,67.4,29,43,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T18,,Brendon de Jonge,16,66.7,6,9,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T18,T18,Tim Wilkinson,32,66.7,8,12,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,20,T32,Cody Gribble,43,65.2,15,23,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T21,T21,Brandon Hagy,35,65.0,13,20,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T21,T21,David Hearn,39,65.0,13,20,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,23,T23,Bobby Wyatt,22,64.3,9,14,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T24,T39,Andres Gonzales,40,64.0,16,25,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T24,T25,Martin Laird,36,64.0,16,25,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,26,27,Brett Drewitt,25,63.6,7,11,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,27,T25,Vaughn Taylor,42,63.3,19,30,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,28,T29,Luke List,54,62.9,22,35,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T29,T32,Keegan Bradley,46,62.5,15,24,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T29,T57,Grayson Murray,33,62.5,10,16,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T29,T29,Matt Fitzpatrick,19,62.5,5,8,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,32,T23,Greg Chalmers,37,62.1,18,29,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,33,46,Russell Henley,41,61.8,21,34,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T34,T34,Kevin Kisner,37,61.5,8,13,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T34,T39,Scott Brown,45,61.5,16,26,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T34,T34,Wesley Bryan,45,61.5,16,26,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,37,55,Jim Herman,41,60.9,14,23,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,38,T39,Aaron Baddeley,34,60.7,17,28,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,39,T37,Morgan Hoffmann,42,60.6,20,33,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,40,T39,Vijay Singh,21,60.0,6,10,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,41,T37,J.T. Poston,49,59.5,22,37,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,42,T44,Webb Simpson,42,59.4,19,32,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,43,36,Ryan Blaum,51,59.3,16,27,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T44,T105,Jhonattan Vegas,45,58.8,10,17,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T44,T49,Billy Hurley III,36,58.8,10,17,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T44,T49,Brooks Koepka,28,58.8,10,17,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T44,T39,J.J. Spaun,51,58.8,20,34,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T44,T49,Steven Alker,33,58.8,10,17,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,49,T53,Gonzalo Fernandez-Castaño,30,58.3,7,12,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T50,T29,Jonas Blixt,38,57.7,15,26,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T50,64,Si Woo Kim,37,57.7,15,26,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T52,T57,Dustin Johnson,29,57.1,4,7,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T52,T57,Emiliano Grillo,42,57.1,8,14,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T52,T57,Zack Sucher,24,57.1,4,7,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T52,T84,Blayne Barber,37,57.1,20,35,+2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T52,T57,Rick Lamb,21,57.1,4,7,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T52,48,Brian Harman,46,57.1,24,42,-9.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T52,T57,Sergio Garcia,23,57.1,4,7,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T52,T57,Ryan Armour,25,57.1,4,7,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T60,52,Harold Varner III,45,56.8,21,37,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T60,104,Michael Kim,46,56.8,25,44,-7.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T62,T79,Tony Finau,46,56.3,18,32,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T62,T143,Roberto Castro,32,56.3,9,16,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T62,T69,Harris English,38,56.3,18,32,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,65,56,Cameron Smith,48,56.1,23,41,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T66,T94,Rickie Fowler,26,56.0,14,25,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T66,T53,Mark Hubbard,38,56.0,14,25,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T66,T66,Fabián Gómez,37,56.0,14,25,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,69,68,Daniel Summerhays,36,55.9,19,34,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T70,T66,Sung Kang,46,55.6,15,27,-6.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T70,101,Jason Kokrak,41,55.6,15,27,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T70,T69,William McGirt,36,55.6,15,27,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T70,T69,Jonathan Randolph,24,55.6,5,9,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,74,T90,Danny Lee,40,55.0,11,20,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,75,T105,Ben Martin,36,54.8,17,31,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T76,T73,Russell Knox,33,54.5,6,11,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T76,T73,Jason Day,21,54.5,6,11,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,78,T73,Ben Crane,42,54.2,13,24,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,79,T44,Seung-Yul Noh,52,54.1,20,37,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T80,T73,Andrew Johnston,19,53.8,7,13,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T80,T90,Robert Streb,37,53.8,21,39,-8.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T80,T79,Charl Schwartzel,21,53.8,7,13,+1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T80,T79,Ryan Moore,37,53.8,14,26,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T80,T79,Alex Cejka,38,53.8,7,13,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,85,T77,Ollie Schniederjans,42,53.7,22,41,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T86,T69,Scott Stallings,33,53.3,16,30,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T86,T84,Shane Lowry,20,53.3,8,15,-2.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T86,T84,Justin Thomas,37,53.3,8,15,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,89,T79,James Hahn,42,53.1,17,32,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T90,65,Chad Collins,34,52.9,9,17,E
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T90,T84,Sam Saunders,28,52.9,9,17,-3.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T92,T138,Sean O'Hair,39,52.8,19,36,-4.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T92,T105,Kyle Stanley,44,52.8,19,36,-5.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,94,T77,Mackenzie Hughes,52,52.6,20,38,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T95,T98,Brian Stuard,49,52.4,11,21,-1.00
GIR_Pct._-_Fairway_Bunker,02434,t020,2017,T95,T94,Jason Bohn,38,52.4,11,21,-5.00
